temperature_c,wind_speed_kmh,rainfall_mm,equipment_age_years,load_mw,customers_affected,outage_duration_hours
8.225166417757574,62.289814216346166,53.81623953671184,33.36216149834499,403.0238942835803,4069,95.61490653246575
39.338572546135474,57.501825315567714,63.734511775309784,28.74022418162646,136.53636277889308,12469,90.45110722765757
27.527672857815872,3.0770478967722825,20.03743190339992,16.561964401814592,528.5409554786963,979,81.12884015326489
20.327558146639973,40.949739315138764,49.98992796855991,1.3490753206443697,383.34509387877523,3062,80.71612414993996
-3.5749934161084287,45.62347425430285,45.739678651499894,27.79691798264395,128.03417479189437,5074,68.39072740158556
-3.5762959018450573,47.85873370762806,66.62643014306168,16.42380338236113,578.9093121894758,6314,128.5862012369449
-8.863484942917228,69.62068430727987,72.48696483850084,40.668848238368895,330.28465946777953,13558,111.85351501609767
34.7735118718465,64.03230560722541,0.9725417181909446,2.2930983246061087,80.8231330481268,8023,38.26552666517718
20.460210634133276,72.94861113521335,53.92159352470341,32.58070181051271,391.02642647243766,9747,105.51061883053015
26.23591920098646,91.7859913850554,4.146863929578322,51.83960882532753,181.79138792717373,4779,78.99127988620538
-10.888437308026667,97.55828864593121,43.908693206188474,10.418100424020974,490.06833305128936,8011,119.62128161206029
40.37513201674769,86.17476914717933,23.010618323494256,26.46907250053215,497.98036119706677,11186,114.21848698070875
32.95190260322278,114.66284351459217,24.542127961771296,5.936787558125461,588.2105192786106,2869,124.47807344183207
-0.5336880233730881,2.1879099211633957,28.236680276188526,34.78682326211304,321.0469373737221,13400,72.57583941015882
-2.181451770816567,23.493358282025532,49.70339592396881,30.728710752196182,294.7758526475328,14951,97.57505999072713
-2.0961564679145734,0.9075449973770544,26.723997253501537,22.997738307492945,461.94633905002917,6705,77.30780335969634
4.429081119815038,77.69696569855236,58.615924047222435,29.154359159582025,114.18356755147887,1234,85.122856429182
16.336847308140843,107.76366587399843,32.36219084590957,49.41503155732655,346.27268772414953,8530,118.64490725296339
11.325031006674251,29.217875589155913,5.468256024796689,11.59989232479762,345.8986560732765,6393,72.17923386568577
3.726373570694264,111.2441453755568,62.70078739872858,2.2184836320887507,90.10494877381684,10053,85.37885110495424
21.040056315008492,7.232086834747302,22.86066596741648,47.52990377375145,274.0710878838716,577,61.9875249316701
-4.467331524789741,112.13232321666172,34.62135036794101,32.16432244894695,517.8394871976332,966,129.05798240531647
3.775811020901781,42.194722468756126,54.835510657752124,49.09555659493949,519.4460283170097,9950,101.83961411898376
7.783539537859351,12.170499413905983,26.59649257189696,33.23504206431132,95.57309235502136,3624,31.139675864540063
12.627779147719941,58.304611102359075,4.52685249173725,44.74869885782393,90.80369433878528,3369,53.118447764645495
30.399501915222736,30.813188126460954,29.913683761025087,24.20236162117799,187.10946712108375,1456,55.54525521773553
-1.217615763448574,34.18474823543074,75.55588661554427,41.49243628956651,529.8689950302364,1291,112.00338197096517
15.768659674335026,36.87479579115439,51.33875178388465,50.304239212052224,112.18544764115941,5256,67.45033231735984
19.990386718550294,96.36310773991961,53.71833189337656,31.89464004099914,443.1982094713699,7299,128.85685146544077
-9.491677713120122,64.69935320103053,50.58257229101119,10.762398130368496,96.6527469833378,3183,63.60022769913758
