temperature_c,wind_speed_kmh,rainfall_mm,equipment_age_years,load_mw,customers_affected
-0.4246672904655983,0.06447913512512314,0.6430964551398283,0.3454692926836653,0.5505479308916035,-0.7588189493511606
1.5356619494255563,-0.07344958484034,1.077979786746443,0.049882652100183514,-1.1092842486979768,1.1684335177522363
0.7915051729896703,-1.6412769209812446,-0.8379921909357114,-0.7289532882849296,1.3323378183314356,-1.4677725354641957
0.3378552144910751,-0.5502694108901134,0.475325387508994,-1.7018627998022364,0.4279774451987615,-0.9898598105860559
-1.1681473923313426,-0.4156320316113196,0.2889660560955331,-0.010444585439414946,-1.162240592051295,-0.5282369577512899
-1.1682294566628246,-0.35124038794278023,1.204780812595285,-0.7377890964756024,1.6460598856624848,-0.24373778403602653
-1.5013537449930723,0.2756612303282239,1.4617458153737344,0.8127536453872883,0.09748762452651824,1.418288034023141
1.2480360339355876,0.11467549357026037,-1.6739243735786387,-1.6414897204518895,-1.4562971502541844,0.1483663190925098
0.3462131084774955,0.3715295994969495,0.6477158779781648,0.29549262098752954,0.47582104579463796,0.5439119444837307
0.710117026228413,0.9141824333289119,-1.5347408761234242,1.5271570153156715,-0.8274108469477313,-0.595920228917421
-1.6289377618098688,1.0804663552325957,0.20868341901671802,-1.1218716662189758,1.0927089832499461,0.14561310128236207
1.6009713479125927,0.7525386374157352,-0.7076278306163432,-0.09536425404929613,1.1419894837222504,0.8740686468839436
1.133263839010814,1.5732012816293268,-0.6404762140989374,-1.4084649548475712,1.703992963238015,-1.0341407303659316
-0.9765271028581192,-1.666890527317817,-0.4784823526039821,0.43658065051119094,0.03994996671849234,1.3820373328561961
-1.0803459981991828,-1.0531394761768644,0.46276190798693495,0.1770522835692181,-0.12368092278331638,1.7378907348177874
-1.0749718879004186,-1.7037743001682126,-0.5448084844892143,-0.3173664020990935,0.9175496039951022,-0.15402877038871365
-0.6638431934822201,0.5083165638019488,0.8535466969136494,0.07636781589485617,-1.248509857538839,-1.409266656998557
0.08641674734346519,1.3744550521577585,-0.29759240141302656,1.3720980864783787,0.19706993383108565,0.2646897715712505
-0.22935742409214288,-0.8882319626142782,-1.4768022167578452,-1.046292558610622,0.1947402572162039,-0.2256124334525541
-0.7081179395498736,1.474718041998426,1.0326544024419935,-1.646261551999582,-1.3984848528475047,0.6141189986424973
0.3827468276773203,-1.5215817391422946,-0.7142027439303362,1.2515385569057964,-0.25264168365461015,-1.560005332104144
-1.2243699890827047,1.500303989515007,-0.19853575163198336,0.26886392218447025,1.2656831372607251,-1.470755188091856
-0.705003086782305,-0.5144048889967797,0.6877881121406721,1.3516667122706534,1.275689566577393,0.5904872124387295
-0.45249240489422293,-1.3793197289705594,-0.550399141752669,0.33733962672671497,-1.3644262211830067,-0.8609174431441381
-0.1472765595745025,-0.05032354627316661,-1.5180796383686275,1.0736722291000047,-1.394132677841299,-0.9194233216097769
0.972447447518365,-0.8422754199456924,-0.4049513136228702,-0.2403271577171498,-0.7942868995351958,-1.3583321275108242
-1.0196186095003252,-0.74515009660979,1.5963078534721566,0.8654245512426361,1.3406095853854794,-1.3961888724003553
0.05061755429792446,-0.667657265340515,0.5344668367904556,1.4289655611822736,-1.2609552567929823,-0.48647982096404957
0.31661141345518634,1.0460364983742096,0.6388035298097792,0.2516169299543047,0.8007758524951127,-0.017744488786402023
-1.5409336177538937,0.13389129015546636,0.5013108748202184,-1.0998528036931385,-1.3577015332217952,-0.9620981976670664
0.36808948534770203,-0.6537684877944466,-1.01855549385508,-0.7959052220588565,0.4629327435835729,-1.4978284965583082
-1.1187950895773193,0.3799252624245626,-0.2491629392183967,-1.0381759778397768,-0.4686068561969346,-1.3314882538618842
-1.4776464411367367,0.7457203037259046,0.9175303986851261,-0.8716761771237457,1.0411582639852905,-0.026921881486894388
1.5294398906661621,-0.7874929332978301,-1.3609778828390195,-0.6659935119701269,-0.8954561668727801,1.140901339650759
1.586416836410543,-0.3003334390042895,-0.7419333098067623,0.19294547603111709,0.518963740566236,-0.5502627002324715
1.0514540472019933,-1.3085740063329832,-0.7473130087688076,0.30641874246000667,-0.8885077903834693,-1.0183097279575821
-0.6625791422350724,-1.1037087427478582,-0.20115936874500917,-0.2512871160423913,0.778674131616584,-1.0637378218250193
-1.3666609743134555,0.6246164627155077,1.722306234761871,0.40114423353340417,1.3368145539085483,-0.7422996424902742
0.6290072325991769,-1.102709714206119,-1.4797860838998493,-1.4424714103824179,-1.2682827785513073,-0.01017313980849582
-0.20143296345751463,0.0855024194664845,0.10289831459045286,-1.421013983873424,1.3121113973395124,0.4833411526604811
-1.2837596223034073,0.7211612863352687,-1.0874034033525253,-1.1307809272952918,0.3598186732589207,1.5219925715387046
-0.014222264592916043,-1.36045872909617,1.6883085853137931,0.06497304159566356,-1.2672060646448238,-0.24717930629871115
-1.5819720386197704,0.23120538861011355,-1.319128479465232,-0.9851650054912872,-0.219304271689263,-1.5226074568496377
1.3948266208648343,-0.8430144431152284,-0.3008419078432477,-0.74587566834266,-1.149487068377253,0.3195246929566924
-0.8185203764911636,1.5987930963964179,0.871737577804283,-0.34172258263206406,0.7322406248419657,-1.3379124287522288
0.5551403298619083,-0.05836461040180478,0.7548228310426982,1.0795604970793315,0.9363586946747958,1.076200721112288
-0.6384318295433095,1.056291823024895,-0.23374724271553096,-1.6763148642502161,-1.3415489949790305,0.8623674711908158
0.07046527242351872,0.17214245411180457,-0.5010522937505301,0.518416989430288,0.05484480881393645,-1.4762616237121513
0.1611107730826872,-1.5798467592002061,-0.3218484106778042,0.5857515662102223,1.1308383164058144,0.28717438368745685
-1.0700387080415945,0.45880267074413555,-0.7895561137228599,1.0339390952654872,1.5547616746044466,0.48517663120057963
1.5998648302837548,1.558957761936645,-0.9963136513014749,1.4970383544268326,0.08057925289067132,0.778623762798823
0.9382774732828266,0.34977458564212055,-0.02219204952262371,-1.6546419363077085,1.603998785768822,-0.3334467976833394
1.4975036838910751,1.1019097257285946,-0.7746219586119468,-1.1931012313215346,0.15791185554089174,-0.647772497675203
1.3455166143767623,1.3266670107591967,-0.7082278782385698,1.3361704769821927,-0.335633506477121,1.0080585803111322
0.33527453608028784,-0.9414764596283082,0.5871588547205805,-0.14071139897525134,1.2479583197198116,1.5229103108087538
1.4375387838265197,-0.9969071056955493,1.6808047914047002,0.22560434278877387,0.008952819596568207,-1.4751144496245896
-1.3978929560884759,0.38216256665095377,0.4008319822976886,0.5655511445642282,-0.06457472071744265,-1.5180187604993916
-1.032176301328698,-0.30904693054310506,-1.446543562544696,0.6209425837784309,-0.00036088647664763416,-0.8331558302251487
-1.5450950769435774,1.1733716373073217,-1.451439845124457,1.4935416020917094,1.2430119070960153,-1.0646555610950685
-0.5920947604086728,1.381343119329523,1.6207730329147443,1.718738365468643,1.1912380566382699,-0.03174001265465288
-0.3765681045433986,-0.5081870476688809,-0.6737499151233278,0.7628482390320513,-0.3030923051590186,-0.35524310534700876
-0.7757564396377117,-0.911087867832051,-1.3936205503250594,-0.7322800647774597,-0.5480194716205022,0.10133218150248642
1.120657793712408,0.9682556421478629,0.38472231341958046,1.314003086948036,0.005274083219292565,-0.5307607407439252
-0.48518365773018124,-0.7799499266166933,0.47102728555179524,-1.5542047140745865,0.2872588941478628,1.6546058960608192
-0.7431435717971246,1.1137510861896862,0.5582156830537826,-0.9261585755312246,-0.8792483051116109,-0.6457075843175921
0.14745319118116934,-0.26511088342099615,-0.7785917607922207,1.3748990467911464,1.0587416495581081,-1.5857020316655226
-1.2195034312499273,0.5777138321677371,-1.6635628317174993,-0.8394398942395939,-0.013718926889153209,0.5361111606883122
1.0303584103251646,-1.3996651770644102,1.668450682638695,-0.9621774559851104,-0.545418516925714,1.4905600015395182
-1.445327626393586,0.4266812757587129,-0.8365008884568995,-1.2471769420947112,-1.3379756438019765,-0.7218799437316787
1.6587328300326583,-0.16821685620573437,0.6547536878825209,1.2427214331289673,-0.877476581039153,-0.7030662886956695
0.9284513877844597,0.29790995859157465,0.7621029301980428,0.0027443095150491473,1.6005175902201256,0.756368585500129
-1.0228783748783925,-1.1491151962174497,0.4231770110823612,0.6065299061764821,-0.6463814117984145,-1.1038889148896736
-1.6801847961795353,0.8173572271407021,-0.6189710135422275,-0.8985808578619875,-1.1215866454614214,0.449843669303684
1.0754883124279921,1.2526575865800795,-0.7656333968248777,0.8936755504949434,-0.10374387537462809,0.3842253114951636
